ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-4505860,Source1,2,2022-04-09 14:00:05.000000000,2022-04-09 16:07:23.000000000,34.114745,-80.888674,34.116655,-80.88414,0.291,Slow traffic on US-1 N - US-1 S from N Brickyard Rd (US-1) to Clemson Rd (US-1) due to accident., Two Notch Rd,Columbia,Richland,SC,29223-4397,US/Eastern,KCUB,2022-04-09 13:53:00,52.0,52.0,34.0,29.73,10.0,W,15.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1053303,Source2,2,2021-05-08 11:54:05,2021-05-08 12:39:09,38.515881,-90.449089,,,0.0,Two lanes blocked due to accident on MO-141 Southbound at Forest Knoll Dr.,New Smizer Mill Rd,Fenton,St. Louis County,MO,63026,US/Central,KSUS,2021-05-08 11:54:00,53.0,53.0,50.0,29.57,10.0,ESE,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,Day,Day,Day,Day
A-3943477,Source1,2,2023-02-21 19:16:30.000000000,2023-02-21 19:48:01.000000000,41.845719,-87.617643,41.845679,-87.617292,0.018,At I-55 - Accident.,E 26th St,Chicago,Cook,IL,60616,US/Central,KMDW,2023-02-21 18:53:00,33.0,25.0,59.0,29.16,10.0,ESE,10.0,0.0,Cloudy,False,False,True,False,False,False,False,False,True,False,False,True,Night,Night,Night,Night
A-7761012,Source1,2,2019-07-19 08:03:42,2019-07-19 08:33:39,38.7709,-90.25376,38.77093,-90.25679,0.163,At Old Halls Ferry Rd/Exit 30 - Accident. Lane blocked.,I-270 W,Saint Louis,St. Louis County,MO,63136,US/Central,KSTL,2019-07-19 07:51:00,83.0,83.0,72.0,29.34,10.0,SW,10.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5062410,Source1,2,2022-06-21 15:39:30,2022-06-21 15:53:00,37.367486,-121.9012,37.364043,-121.901989,0.242,Slow traffic on I-880 S from Brokaw Rd (I-880) to US-101 (I-880) due to accident.,I-880 S,San Jose,Santa Clara,CA,95112,US/Pacific,KSJC,2022-06-21 15:53:00,101.0,101.0,10.0,29.75,10.0,NW,10.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day
A-380616,Source2,3,2017-03-06 07:43:00,2017-03-06 08:11:40,38.811226,-77.21818499999998,,,0.01,Left lane blocked due to accident on I-495 Capital Beltway Northbound at Exits 54.,Capital Beltway S,Springfield,Fairfax County,VA,22151,US/Eastern,KDAA,2017-03-06 07:58:00,34.0,31.0,58.0,30.51,10.0,Variable,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2416155,Source2,2,2018-12-27 16:44:44,2018-12-27 17:14:32,42.364201,-71.08123,,,0.0,Accident on Kendall St near Athenaeum St.,Athenaeum St,Cambridge,Middlesex,MA,02142-1232,US/Eastern,KBOS,2018-12-27 16:54:00,33.1,30.0,43.0,30.63,10.0,ESE,3.5,,Mostly Cloudy,True,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-5370208,Source1,2,2022-12-10 15:05:00,2022-12-10 19:25:00,33.693661,-117.770618,33.738324,-117.826522,4.455,Slow traffic on I-5 N - Santa Ana Fwy N from Jeffrey Rd (I-5) to Newport Ave (I-5) due to accident.,I-5 N,Irvine,Orange,CA,92604,US/Pacific,KSNA,2022-12-10 14:53:00,64.0,64.0,60.0,30.01,10.0,SW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2946496,Source2,3,2018-03-15 06:30:17,2018-03-15 07:29:49,39.050713,-76.93085500000002,,,0.0,Accident on I-95 Northbound at Exits 29A 29A-B 29B MD-212 Powder Mill Rd.,I-95 S,Beltsville,Prince George's,MD,20705,US/Eastern,KCGS,2018-03-15 06:38:00,32.0,26.4,49.0,29.78,10.0,SW,5.8,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Day,Day
A-7540092,Source1,2,2018-09-24 17:02:05,2018-09-24 17:31:25,40.64165,-73.90377,40.64165,-73.90377,0.0,At 93rd St - Accident.,E 93rd St,Brooklyn,Kings,NY,11236,US/Eastern,KJFK,2018-09-24 16:51:00,66.0,,65.0,30.47,10.0,East,19.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,Day,Day,Day,Day
A-1967210,Source2,2,2019-07-15 18:14:43,2019-07-15 19:14:19,38.80674000000001,-76.956978,,,0.0,Accident on Brinkley Station Dr around Fisher Rd.,Brinkley Station Dr,Temple Hills,Prince George's,MD,20748-6174,US/Eastern,KWBC,2019-07-15 17:56:00,88.0,88.0,41.0,29.72,10.0,NNE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5242744,Source1,2,2022-04-27 17:51:00,2022-04-27 19:53:49,33.782383,-117.867309,33.78001,-117.867438,0.1639999999999999,Stationary traffic from W Chapman Ave (Main St) to W la Veta Ave (Main St) due to accident., W Culver Ave,Orange,Orange,CA,92868-4112,US/Pacific,KSNA,2022-04-27 17:53:00,65.0,65.0,61.0,29.88,9.0,SSW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,Day,Day,Day,Day
A-4087047,Source1,2,2022-01-03 18:03:30,2022-01-03 18:38:00,37.573536,-77.458917,37.578235,-77.466239,0.516,Slow traffic on I-95 N - I-64 W from US-301/US-1/N Belvidere St/Exit 76 (I-64/I-95) to I-95 (Richmond) (North)/I-64 (I-64/I-95) due to accident.,I-64 W,Richmond,Richmond City,VA,23227,US/Eastern,KOFP,2022-01-03 17:54:00,30.0,25.0,79.0,29.97,10.0,NNW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2402683,Source2,2,2018-12-18 18:09:54,2018-12-18 18:38:37,40.285397,-74.72444899999998,,,0.0,Right hand shoulder blocked due to accident on I-295 Southbound at Exit 68B CR-546 Franklin Corner Rd.,I-295 S,Lawrence Township,Mercer,NJ,08648,US/Eastern,KTTN,2018-12-18 17:53:00,32.0,24.8,50.0,30.13,10.0,NNW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-2770639,Source2,2,2018-06-19 19:07:24,2018-06-19 19:37:00,35.447498,-97.760254,,,0.0,Accident on 15th St at Cemetery Rd.,S Cemetery Rd,Yukon,Canadian,OK,73099-6372,US/Central,KRCE,2018-06-19 19:15:00,84.2,,58.0,29.89,10.0,SSE,15.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-453377,Source2,2,2017-05-24 16:07:37,2017-05-24 16:37:18,32.822166,-97.061073,,,0.0099999997764825,#3 lane blocked and right hand shoulder blocked due to accident on TX-360 Southbound at Trinity Blvd.,TX-360 N,Fort Worth,Tarrant,TX,76155,US/Central,KDFW,2017-05-24 15:53:00,82.0,,24.0,29.72,10.0,NNW,12.7,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2769584,Source2,2,2018-06-19 08:03:45,2018-06-19 08:33:35,39.855476,-86.19561,,,0.0,Accident on Kessler Boulevard West Dr at Michigan Rd.,Kessler Boulevard West Dr,Indianapolis,Marion,IN,46228,US/Eastern,KEYE,2018-06-19 07:53:00,80.1,,76.0,29.98,10.0,SW,4.6,,Scattered Clouds,False,False,True,False,False,False,False,False,False,False,False,True,Day,Day,Day,Day
A-1978578,Source2,3,2019-07-20 19:15:17,2019-07-20 19:44:43,33.412769,-84.16242199999998,,,0.0,Right lane blocked due to accident on I-75 Southbound at Exit 216 GA-155.,GA-401 N,McDonough,Henry,GA,30253,US/Eastern,K6A2,2019-07-20 19:15:00,82.0,82.0,66.0,28.99,10.0,S,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2217373,Source2,2,2019-03-13 09:12:18,2019-03-13 10:28:15,36.15271,-95.955933,,,0.0,Accident on Atlanta Ave near 5th Pl.,S Atlanta Ave,Tulsa,Tulsa,OK,74104-2818,US/Central,KTUL,2019-03-13 09:05:00,57.9,,100.0,29.5,4.0,SSW,11.5,0.06,Rain,False,False,True,False,False,False,False,False,False,True,False,False,Day,Day,Day,Day
A-1010087,Source2,2,2021-06-10 08:01:53,2021-06-10 09:01:58,41.957706,-88.08114599999998,,,0.0,Accident on US-20 at Bloomingdale Rd.,E Lake St,Bloomingdale,DuPage,IL,60108,US/Central,KDPA,2021-06-10 07:52:00,73.0,73.0,76.0,29.16,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,Day,Day,Day,Day
A-3839627,Source1,2,2022-02-01 15:14:59,2022-02-01 17:02:25,40.66736340503374,-73.77871870959387,40.66713340503374,-73.78216870959388,0.182,NYSDOT - Region 11: Crash on Belt System - Southern Parkway westbound just past 158th Street (New York) 1 Left lane of 4 lanes blocked,Belt Pkwy,Jamaica,Queens,NY,11434,US/Eastern,KJFK,2022-02-01 14:51:00,37.0,37.0,54.0,30.51,10.0,NE,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4198777,Source1,2,2022-02-01 18:30:29.000000000,2022-02-01 20:57:32.000000000,46.917639970555705,-112.11999535507142,46.951089970555714,-112.11055535507144,2.354,Travelers can expect the following: Crash blockage with reduced lanes northbound until further notice. DRIVING LANE BLOCKED - SLOW DOWN - WATCH FOR EMERGENCY PERSONNEL,I-15 N,Wolf Creek,Lewis and Clark,MT,59648,US/Mountain,KHLN,2022-02-01 18:08:00,4.0,-14.0,60.0,26.16,10.0,WNW,15.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Day,Day
A-344875,Source2,3,2017-02-22 02:31:31,2017-02-22 03:01:19,34.037144,-118.300369,,,0.01,Lane blocked due to accident on I-10 Westbound at Exit 12 Normandie Ave.,I-10 W,Los Angeles,Los Angeles,CA,90007,US/Pacific,KCQT,2017-02-22 02:37:00,55.9,,93.0,30.15,5.0,Calm,,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2904106,Source2,2,2018-04-23 09:52:51,2018-04-23 10:22:26,38.686111,-120.83519,,,0.0,Accident and fallen power cables on CA-49 Pleasant Valley Rd at Grace Dr.,Pleasant Valley Rd,Diamond Springs,El Dorado,CA,95619-9512,US/Pacific,KPVF,2018-04-23 09:55:00,71.6,,83.0,30.06,10.0,WSW,3.5,,Clear,False,False,False,False,False,False,False,False,False,True,False,False,Day,Day,Day,Day
A-7672366,Source1,2,2017-10-17 19:49:08,2017-10-18 01:49:08,38.70824,-77.22294000000002,38.705566,-77.223954,0.193,At VA-642/Exit 163 - Accident.,I-95 S,Lorton,Fairfax County,VA,22079,US/Eastern,KDAA,2017-10-17 19:56:00,46.4,,85.0,30.32,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-746921,Source2,2,2022-01-14 18:39:59,2022-01-14 19:39:53,34.728981,-82.397408,,,0.0,Accident on Old Grove Rd at Grove Reserve Pkwy.,Old Grove Rd,Piedmont,Greenville,SC,29673-9577,US/Eastern,KGYH,2022-01-14 18:47:00,48.0,43.0,43.0,28.95,6.0,N,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-5208203,Source1,2,2022-05-14 13:44:33,2022-05-14 15:54:17,25.714585,-80.413965,25.713927,-80.415171,0.088,Stationary traffic from SW 135th Ct to SW 59th St due to accident., SW 56th St,Miami,Miami-Dade,FL,33175-6018,US/Eastern,KTMB,2022-05-14 13:53:00,87.0,87.0,55.0,29.93,10.0,E,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3225194,Source2,2,2017-10-05 13:24:11,2017-10-05 13:53:58,42.998764,-85.59027900000002,,,0.0,Accident on M-44 Beltline Ave at Knapp St.,Knapp St NE,Grand Rapids,Kent,MI,49525,US/Eastern,KGRR,2017-10-05 13:53:00,71.1,,41.0,30.16,10.0,WSW,12.7,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,Day,Day,Day,Day
A-5595646,Source1,2,2021-07-30 21:09:00,2021-07-30 23:16:00,33.76603960974805,-117.95461535397553,33.76596960974805,-117.96315535397552,0.491,Accident on Euclid St (CA-22) from Brookhurst St (CA-22) to CA-22 W - Garden Grove Fwy W.,CA-22,Garden Grove,Orange,CA,92843,US/Pacific,KSNA,2021-07-30 20:53:00,70.0,70.0,73.0,29.92,10.0,SW,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-3356612,Source2,2,2017-08-04 15:31:07,2017-08-04 16:00:30,39.68177,-86.381149,,,0.0,Accident on Reeves Rd at Willard Ct.,Reeves Rd,Plainfield,Hendricks,IN,46168-9364,US/Eastern,KIND,2017-08-04 15:54:00,66.0,,60.0,29.97,10.0,West,21.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7456874,Source1,2,2019-01-03 15:46:39,2019-01-03 16:16:13,33.41453,-112.01458,33.4107,-112.00344,0.695,At University Dr/Exit 151 - Accident.,Pearl Harbor Memorial Highway,Phoenix,Maricopa,AZ,85040,US/Mountain,KPHX,2019-01-03 15:51:00,55.9,,26.0,30.12,10.0,South,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6189752,Source1,2,2021-08-30 17:11:30.000000000,2021-08-30 17:49:30.000000000,37.404239,-77.507276,37.41077,-77.50174799999998,0.544,Slow traffic on VA-10 from VA-288 (Iron Bridge Rd/VA-10) to Irongate Dr (Iron Bridge Rd/VA-10) due to accident., Iron Bridge Rd,North Chesterfield,Chesterfield,VA,23237-2243,US/Eastern,KFCI,2021-08-30 17:13:00,90.0,90.0,55.0,29.6,10.0,NNE,12.0,0.0,Light Rain with Thunder,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2857774,Source2,2,2018-03-31 07:32:48,2018-03-31 08:02:11,33.399879,-117.08371,,,0.0,One lane blocked due to accident on Pala Temecula Rd Southbound at Aruba Rd.,Pala Temecula Rd,Pala,San Diego,CA,92059-1701,US/Pacific,KF70,2018-03-31 07:35:00,51.8,,71.0,30.05,10.0,NNE,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-292391,Source2,3,2016-08-01 18:04:32,2016-08-01 19:19:32,30.226791,-97.74485,,,0.0,Accident on I-35 Service Rd Northbound at Royal Hill Dr.,S Interstate 35,Austin,Travis,TX,78741-5519,US/Central,KAUS,2016-08-01 17:53:00,97.0,,30.0,29.93,10.0,SSE,11.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6985437,Source1,2,2020-05-27 16:32:00,2020-05-27 17:03:36,34.029941,-118.44219,34.029941,-118.44219,0.0,At I-405/San Diego Fwy - Accident.,I-10 E,Los Angeles,Los Angeles,CA,90064,US/Pacific,KSMO,2020-05-27 16:51:00,64.0,64.0,80.0,29.7,10.0,WSW,10.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3806072,Source1,2,2022-04-19 13:39:30,2022-04-19 14:42:30,42.66597390154521,-84.29302096326688,42.67168390154521,-84.36686096326687,3.772,Stationary traffic on I-96 W from Williamston Rd/Exit 117 (I-96) to Okemos Rd/Exit 110 (I-96) due to accident.,I-96 W,Williamston,Ingham,MI,48895,US/Eastern,KTEW,2022-04-19 13:35:00,40.0,30.0,63.0,29.07,10.0,W,22.0,0.0,Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-928715,Source2,3,2021-08-23 16:04:13,2021-08-23 16:33:18,41.875713,-71.382683,,,0.0,Left lane blocked due to accident on I-95 Southbound at Exit 29 US-1 George St.,Main St,Pawtucket,Providence,RI,02860-4107,US/Eastern,KSFZ,2021-08-23 16:11:00,72.0,72.0,94.0,29.37,10.0,SSE,6.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-897678,Source2,2,2021-09-16 08:05:35,2021-09-16 08:51:14,36.171349,-86.752258,,,0.0,Accident on Shelby Ave at 10th St.,Shelby Ave,Nashville,Davidson,TN,37206-3043,US/Central,KBNA,2021-09-16 07:53:00,71.0,71.0,81.0,29.41,10.0,ESE,5.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3557863,Source1,3,2017-02-10 13:15:15,2017-02-10 19:15:15,32.83961,-97.181105,32.839527000000004,-97.17377,0.426,Between TX-121 and Airport Fwy - Accident.,TX-183 E,Hurst,Tarrant,TX,76053,US/Central,KFWD,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7020165,Source1,3,2020-05-10 12:57:33,2020-05-10 13:27:33,40.4926,-74.2975,40.4926,-74.2975,0.0,At US-9/Victory Plz - Accident., State Route 35,South Amboy,Middlesex,NJ,08879-1127,US/Eastern,KLDJ,2020-05-10 12:55:00,60.0,60.0,27.0,30.03,10.0,W,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1339548,Source2,2,2020-10-14 06:53:16,2020-10-14 08:11:34,37.402309,-77.69281,,,0.0,Accident on US-360 Hull St Rd at Cosby Rd.,Hull Street Rd,Chesterfield,Chesterfield,VA,23832-2540,US/Eastern,KFCI,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-6781700,Source1,2,2020-12-17 23:09:00,2020-12-17 23:30:30,33.465117,-112.203272,33.465837,-112.203372,0.05,Slow traffic from I-10 W to W McDowell Rd due to accident.,N 67th Ave,Phoenix,Maricopa,AZ,85043,US/Mountain,KGEU,2020-12-17 22:58:00,43.0,39.0,66.0,28.76,10.0,NNW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1232336,Source2,3,2020-12-12 06:12:16,2020-12-12 06:56:54,33.928932,-118.281097,,,0.0,HOV lane blocked due to accident on I-110 Southbound at Exit 14B I-105.,Harbor Fwy S,Los Angeles,Los Angeles,CA,90061,US/Pacific,KHHR,2020-12-12 05:53:00,50.0,50.0,86.0,29.99,6.0,ESE,5.0,0.0,Fair,False,False,False,False,False,False,True,False,True,False,False,False,Night,Night,Day,Day
A-506595,Source2,3,2017-07-17 14:43:49,2017-07-17 15:13:21,39.960312,-75.181198,,,0.0,Lane blocked due to accident on I-76 Eastbound at Exits 344 345 I-676.,US-30 E,Philadelphia,Philadelphia,PA,19104,US/Eastern,KPHL,2017-07-17 14:54:00,88.0,,46.0,30.01,10.0,SW,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5466388,Source1,2,2021-10-31 09:58:00,2021-10-31 11:33:30,30.350749,-91.025015,30.350438,-91.025452,0.034,Incident on HIGHLAND RD near OLD PERKINS RD Drive with caution., Highland Rd,Baton Rouge,East Baton Rouge,LA,70809-5818,US/Central,KBTR,2021-10-31 09:53:00,60.0,60.0,80.0,30.02,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2748092,Source2,2,2018-06-07 22:14:44,2018-06-07 22:59:35,41.808956,-88.11734,,,0.0,Accident on County Hwy-23 Naperville Rd at Warrenville Rd.,Naperville Rd,Naperville,DuPage,IL,60563,US/Central,KDPA,2018-06-07 21:52:00,62.1,,75.0,30.09,10.0,NE,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-841056,Source2,2,2021-10-20 08:03:15,2021-10-20 08:32:53,45.437412,-122.765129,,,0.0,Shoulder blocked due to accident on OR-217 Southbound at Exit 6 OR-99W Pacific Hwy.,Beaverton Tigard Fwy S,Portland,Washington,OR,97223,US/Pacific,KHIO,2021-10-20 07:53:00,52.0,52.0,86.0,29.58,10.0,S,14.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day
A-171947,Source2,2,2016-11-18 14:37:42,2016-11-18 15:22:23,41.890072,-87.969193,,,0.01,Lane blocked and slow traffic due to accident on Villa Ave at Saint Charles Rd.,S Villa Ave,Elmhurst,DuPage,IL,60126,US/Central,KORD,2016-11-18 14:51:00,63.0,,87.0,29.69,9.0,SSW,17.3,0.02,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,Day,Day,Day,Day
A-4947994,Source1,4,2022-01-14 15:27:00,2022-01-14 16:48:25,36.861137151542366,-76.4310157295397,36.86700715154237,-76.43233572953974,0.412,Incident on I-664 NB near VA-164 Road closed. Take alternate route.,Hampton Roads Bltwy,Suffolk,Suffolk (City),VA,23435,US/Eastern,KPVG,2022-01-14 15:51:00,48.0,43.0,63.0,29.78,10.0,NNW,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1087712,Source2,3,2021-04-10 06:50:33,2021-04-10 07:19:27,38.068027,-122.226074,,,0.0,#5 lane blocked due to accident on I-80 Eastbound at Exit 27 Pomona St.,Carquinez Brg E,Vallejo,Solano,CA,94591,US/Pacific,KAPC,2021-04-10 06:52:00,36.0,36.0,93.0,30.05,0.25,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2004427,Source2,2,2019-08-05 14:15:32,2019-08-05 15:00:20,40.758286,-73.26218399999998,,,0.0,Accident on CR-13 5th Ave at Massachusetts Ave.,5th Ave,Bay Shore,Suffolk,NY,11706-3414,US/Eastern,KISP,2019-08-05 13:56:00,80.0,80.0,42.0,29.87,10.0,SSE,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2538676,Source2,2,2018-10-23 15:01:25,2018-10-23 15:46:14,47.616611,-122.340103,,,0.0,Accident on 7th Ave at Blanchard St.,Blanchard St,Seattle,King,WA,98121,US/Pacific,KBFI,2018-10-23 14:53:00,54.0,,77.0,29.93,6.0,SE,9.2,,Haze,True,False,True,False,False,False,False,False,False,False,False,True,Day,Day,Day,Day
A-615902,Source2,3,2022-05-20 11:25:53,2022-05-20 12:10:14,43.020485,-85.725502,,,0.0,Right lane blocked and right hand shoulder blocked due to crash on I-96 Eastbound at Exit 28 / Walker Ave / Holton Ct.,Walker Ave NW,Grand Rapids,Kent,MI,49544,US/Eastern,KGRR,2022-05-20 11:53:00,79.0,79.0,66.0,28.53,10.0,SSW,15.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-212373,Source2,3,2016-10-19 17:38:22,2016-10-19 18:22:38,40.804989,-73.280846,,,3.09,Left lane blocked due to accident on I-495 Long Island Expy Westbound between Exits 55 56 Express Dr and Sagtikos Pkwy.,Sagtikos Pkwy N,Commack,Suffolk,NY,11725,US/Eastern,KFRG,2016-10-19 17:53:00,79.0,,42.0,30.01,10.0,NNW,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-103561,Source2,3,2016-04-21 14:51:00,2016-04-21 15:51:00,33.637932,-117.729485,,,0.01,Two lanes blocked and right hand shoulder blocked due to accident on I-5 Northbound before Exits 92 94A I-405.,I-5 N,Irvine,Orange,CA,92618,US/Pacific,KSNA,2016-04-21 14:53:00,75.0,,31.0,29.88,10.0,SSW,9.2,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2135121,Source2,3,2019-04-30 18:11:53,2019-04-30 19:11:35,33.719742,-117.795341,,,0.0,Accident on I-5 Northbound at Exit 100 Jamboree Rd.,I-5 N,Tustin,Orange,CA,92782,US/Pacific,KSNA,2019-04-30 17:53:00,63.0,63.0,56.0,29.91,10.0,VAR,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4416057,Source1,2,2022-11-18 17:13:10,2022-11-18 18:28:11,38.824736,-77.71618199999998,38.826336,-77.72241700000002,0.353,Incident on I-66 WB near I-66 Drive with caution.,I-66 W,Broad Run,Fauquier,VA,20137,US/Eastern,KHEF,2022-11-18 16:56:00,45.0,41.0,44.0,29.91,10.0,SSW,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-7286006,Source1,2,2019-12-23 15:36:00,2019-12-23 16:06:55,37.931459,-122.516065,37.931459,-122.516065,0.0,At Madera Blvd - Accident.,Redwood Hwy,Corte Madera,Marin,CA,94925,US/Pacific,KDVO,2019-12-23 15:35:00,55.0,55.0,58.0,29.75,10.0,W,9.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6815989,Source1,2,2020-12-03 01:56:56,2020-12-03 05:37:04,37.545759,-77.36650300000002,37.54564,-77.366452,0.009,Incident on KENWAY AVE near NINE MILE RD Drive with caution.,Kenway Ave,Richmond,Henrico,VA,23223,US/Eastern,KRIC,2020-12-03 01:54:00,32.0,32.0,73.0,30.11,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,True,Night,Night,Night,Night
A-5451136,Source1,2,2022-11-03 17:44:00,2022-11-03 20:20:52,38.55913,-121.376953,38.558862,-121.379528,0.14,Accident on US-50 W - El Dorado Fwy W from Bradshaw Rd (US-50) to Watt Ave (US-50).,El Dorado Fwy W,Sacramento,Sacramento,CA,95826,US/Pacific,KMHR,2022-11-03 17:45:00,59.0,59.0,34.0,30.09,10.0,NW,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5623643,Source1,2,2021-07-01 21:54:59,2021-07-02 00:58:05,25.632366,-80.368721,25.631678,-80.368561,0.049,Incident on BUCHANAN ST near GRAHAM DR Drive with caution., Buchanan St,Miami,Miami-Dade,FL,33176,US/Eastern,KTMB,2021-07-01 21:53:00,78.0,78.0,90.0,30.02,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,True,False,False,Night,Night,Night,Night
A-6285808,Source1,2,2021-10-11 16:00:30,2021-10-11 18:09:14,25.685198,-80.418289,25.685286,-80.41563199999999,0.166,Slow traffic on FL-94 from 147th Ave (N Kendall Dr) to 130th Ave/132nd Ave (N Kendall Dr) due to accident., SW 88th St,Miami,Miami-Dade,FL,33186-1302,US/Eastern,KTMB,2021-10-11 15:53:00,85.0,85.0,61.0,29.86,10.0,E,8.0,0.0,Light Rain,False,False,True,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-65563,Source2,2,2017-01-26 03:39:54,2017-01-26 04:21:58,33.854023,-117.959167,,,0.01,Shoulder blocked on exit ramp due to accident on CA-91 Eastbound at Exit 26 Brookhurst Rd.,CA-91 W,Fullerton,Orange,CA,92833,US/Pacific,KFUL,2017-01-26 03:53:00,41.0,,89.0,30.29,9.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
